,person,name,description,abstract,birthPlaceName,lat,long,birthDate
7258,http://dbpedia.org/resource/Tomiko_Van,Tomiko Van,"Tomiko Van (伴 都美子, Ban Tomiko, born January 9, 1979), is a Japanese pop singer and occasional actress. She is as a member of the band Do As Infinity (DAI), along with Ryo Owatari and Dai Nagao, that has resumed activities after their 2005 split.","Tomiko Van (伴 都美子, Ban Tomiko, born January 9, 1979), is a Japanese pop singer and occasional actress. She is as a member of the band Do As Infinity (DAI), along with Ryo Owatari and Dai Nagao, that has resumed activities after their 2005 split.","Yamato, Kumamoto, Japan",32.6833,131.033,1979.0
7259,http://dbpedia.org/resource/Tommy_Benford,Tommy Benford,"Thomas Benford (April 19, 1905 – March 24, 1994) was an American jazz drummer.","Thomas Benford (April 19, 1905 – March 24, 1994) was an American jazz drummer.","http://dbpedia.org/resource/Charleston,_West_Virginia",38.3472,-81.6333,1905.0
7261,http://dbpedia.org/resource/Tommy_Campbell_(musician),Tommy Campbell,"Thomas W. Campbell (born February 14, 1957, Norristown, Pennsylvania) is an American jazz drummer. Campbell's uncle is Jimmy Smith; Campbell played with him as a teenager and subsequently. He was a student at Berklee College of Music from 1975 to 1979, where he played with Tiger Okoshi and Marlena Shaw, and led a band which included Kevin Eubanks. After graduating he became a member of Dizzy Gillespie's big band, where he worked until 1982; he then joined John McLaughlin's group until 1984. He recorded with Eubanks throughout the 1980s and played with Sonny Rollins, Tania Maria, Gary Burton, Igor Butman, and Makoto Ozone in the decade. After relocating to New York City in 1988, he worked with his own group alongside Charnett Moffett, Aydin Esen, and Eubanks. He also worked in a trio settin","Thomas W. Campbell (born February 14, 1957, Norristown, Pennsylvania) is an American jazz drummer. Campbell's uncle is Jimmy Smith; Campbell played with him as a teenager and subsequently. He was a student at Berklee College of Music from 1975 to 1979, where he played with Tiger Okoshi and Marlena Shaw, and led a band which included Kevin Eubanks. After graduating he became a member of Dizzy Gillespie's big band, where he worked until 1982; he then joined John McLaughlin's group until 1984. He recorded with Eubanks throughout the 1980s and played with Sonny Rollins, Tania Maria, Gary Burton, Igor Butman, and Makoto Ozone in the decade. After relocating to New York City in 1988, he worked with his own group alongside Charnett Moffett, Aydin Esen, and Eubanks. He also worked in a trio setting with David Kikoski and Alex Blake. As a sideman, he worked in the 1990s with Stanley Jordan, the Manhattan Transfer, the , David Murray, Ray Anderson, and Mingus Big Band. In early 1998 he moved to Japan and has split his time between the two countries since then.","Norristown, Pennsylvania",40.12,-75.3417,1957.0
7262,http://dbpedia.org/resource/Tommy_Dorsey,Tommy Dorsey,"Thomas Francis Dorsey Jr. (November 19, 1905 – November 26, 1956) was an American jazz trombonist, composer, conductor and bandleader of the big band era. He was known as the ""Sentimental Gentleman of Swing"" because of his smooth-toned trombone playing. His theme song was I'm Getting Sentimental Over You. His technical skill on the trombone gave him renown among other musicians. He was the younger brother of bandleader Jimmy Dorsey. After Dorsey broke with his brother in the mid-1930s, he led an extremely popular and highly successful band from the late 1930s into the 1950s. He is best remembered for standards such as ""Opus One"", ""Song of India"", ""Marie"", ""On Treasure Island"", and his biggest hit single, ""I'll Never Smile Again"".","Thomas Francis Dorsey Jr. (November 19, 1905 – November 26, 1956) was an American jazz trombonist, composer, conductor and bandleader of the big band era. He was known as the ""Sentimental Gentleman of Swing"" because of his smooth-toned trombone playing. His theme song was I'm Getting Sentimental Over You. His technical skill on the trombone gave him renown among other musicians. He was the younger brother of bandleader Jimmy Dorsey. After Dorsey broke with his brother in the mid-1930s, he led an extremely popular and highly successful band from the late 1930s into the 1950s. He is best remembered for standards such as ""Opus One"", ""Song of India"", ""Marie"", ""On Treasure Island"", and his biggest hit single, ""I'll Never Smile Again"".","Shenandoah, Pennsylvania, U.S.",40.8197,-76.2028,1905.0
7263,http://dbpedia.org/resource/Tommy_Edwards,Tommy Edwards,"Thomas Jefferson Edwards (October 15, 1922 – October 23, 1969) was an American singer and songwriter. His biggest-selling record was the multi-million-selling song ""It's All in the Game"".","Thomas Jefferson Edwards (October 15, 1922 – October 23, 1969) was an American singer and songwriter. His biggest-selling record was the multi-million-selling song ""It's All in the Game"".","Richmond, Virginia, U.S.",37.5333,-77.4667,1922.0
7264,http://dbpedia.org/resource/Tommy_Emmanuel,Tommy Emmanuel,"William Thomas Emmanuel  (born 31 May 1955) is an Australian guitarist, songwriter and singer who is known for his complex fingerstyle technique, energetic performances and the use of percussive effects on the guitar. Although originally a session player in many bands, Emmanuel has carved out his own style as a solo artist, releasing award-winning albums and singles. In the May 2008 and 2010 issues of Guitar Player magazine, he was named ""Best Acoustic Guitarist"" in its readers' poll. In June 2010 Emmanuel was appointed a Member of the Order of Australia (AM). In 2011, Emmanuel was inducted into the Australian Roll of Renown.","William Thomas Emmanuel  (born 31 May 1955) is an Australian guitarist, songwriter and singer who is known for his complex fingerstyle technique, energetic performances and the use of percussive effects on the guitar. Although originally a session player in many bands, Emmanuel has carved out his own style as a solo artist, releasing award-winning albums and singles. In the May 2008 and 2010 issues of Guitar Player magazine, he was named ""Best Acoustic Guitarist"" in its readers' poll. In June 2010 Emmanuel was appointed a Member of the Order of Australia (AM). In 2011, Emmanuel was inducted into the Australian Roll of Renown.","Muswellbrook, New South Wales, Australia",-32.2654,150.888,1955.0
7265,http://dbpedia.org/resource/Tommy_Guerrero,Tommy Guerrero,"Tommy Guerrero (born September 9, 1966) is an American professional skateboarder, company owner and musician.","Tommy Guerrero (born September 9, 1966) is an American professional skateboarder, company owner and musician.",http://dbpedia.org/resource/United_States,40.0,-100.0,1966.0
7267,http://dbpedia.org/resource/Tommy_Ladnier,Tommy Ladnier,"Thomas James Ladnier (May 28, 1900 – June 4, 1939) was an American jazz trumpeter. Hugues Panassié – an influential French critic, jazz historian, and renowned exponent of New Orleans jazz – rated Ladnier, sometime on or before 1956, second only to Louis Armstrong.","Thomas James Ladnier (May 28, 1900 – June 4, 1939) was an American jazz trumpeter. Hugues Panassié – an influential French critic, jazz historian, and renowned exponent of New Orleans jazz – rated Ladnier, sometime on or before 1956, second only to Louis Armstrong.","Mandeville, Louisiana, U.S.",30.3692,-90.0781,1900.0
7268,http://dbpedia.org/resource/Tommy_LiPuma,Tommy LiPuma,"Tommy LiPuma (July 5, 1936 – March 13, 2017) was an American music producer. He received 33 Grammy nominations, 5 Grammy wins, and his productions sold over 75 million albums. LiPuma worked with many musicians, including Barbra Streisand, Miles Davis, Bill Evans, George Benson, Phil Upchurch, Al Jarreau, Anita Baker, Natalie Cole, Gábor Szabó, Claudine Longet, Dave Mason, the Yellowjackets, the Sandpipers,Michael Franks, Diana Krall, Paul McCartney, Ben Sidran, The Crusaders, Joe Sample, Randy Crawford and Dr. John.","Tommy LiPuma (July 5, 1936 – March 13, 2017) was an American music producer. He received 33 Grammy nominations, 5 Grammy wins, and his productions sold over 75 million albums. LiPuma worked with many musicians, including Barbra Streisand, Miles Davis, Bill Evans, George Benson, Phil Upchurch, Al Jarreau, Anita Baker, Natalie Cole, Gábor Szabó, Claudine Longet, Dave Mason, the Yellowjackets, the Sandpipers,Michael Franks, Diana Krall, Paul McCartney, Ben Sidran, The Crusaders, Joe Sample, Randy Crawford and Dr. John.","Cleveland, Ohio, U.S.",41.4822,-81.6697,1936.0
7269,http://dbpedia.org/resource/Tommy_Newsom,Tommy Newsom,"Thomas Penn Newsom (February 25, 1929 – April 28, 2007) was a saxophone player in the NBC Orchestra on The Tonight Show Starring Johnny Carson, for which he later became assistant director. Newsom was frequently the band's substitute director, whenever Doc Severinsen was away from the show or filling in for announcer Ed McMahon. Nicknamed ""Mr. Excitement"" by Johnny Carson as an ironic take on his low-keyed, reserved persona, he was often a foil for Carson's humor. His conservative brown or blue suits were a marked contrast to Severinsen's flashy stage clothing.","Thomas Penn Newsom (February 25, 1929 – April 28, 2007) was a saxophone player in the NBC Orchestra on The Tonight Show Starring Johnny Carson, for which he later became assistant director. Newsom was frequently the band's substitute director, whenever Doc Severinsen was away from the show or filling in for announcer Ed McMahon. Nicknamed ""Mr. Excitement"" by Johnny Carson as an ironic take on his low-keyed, reserved persona, he was often a foil for Carson's humor. His conservative brown or blue suits were a marked contrast to Severinsen's flashy stage clothing.","Portsmouth, Virginia, U.S.",36.8344,-76.3417,1929.0
7270,http://dbpedia.org/resource/Tommy_Potter,Tommy Potter,"Charles Thomas Potter (September 21, 1918 – March 1, 1988) was a jazz double bass player, best known for having been a member of Charlie Parker's ""classic quintet"", with Miles Davis, between 1947 and 1950. Born in Philadelphia, Potter had first played with Parker in 1944, in Billy Eckstine's band with Dizzy Gillespie, Lucky Thompson and Art Blakey.","Charles Thomas Potter (September 21, 1918 – March 1, 1988) was a jazz double bass player, best known for having been a member of Charlie Parker's ""classic quintet"", with Miles Davis, between 1947 and 1950. Born in Philadelphia, Potter had first played with Parker in 1944, in Billy Eckstine's band with Dizzy Gillespie, Lucky Thompson and Art Blakey. Potter also performed and recorded with many other notable jazz musicians, including Earl Hines, Artie Shaw, Bud Powell, Count Basie, Sonny Rollins, Stan Getz, Max Roach, Eddie Heywood, Tyree Glenn, Harry ""Sweets"" Edison, Buck Clayton and Charles Lloyd.","Philadelphia, Pennsylvania, U.S.",39.9528,-75.1636,1918.0
7271,http://dbpedia.org/resource/Tommy_Smith_(saxophonist),Tommy Smith,"Thomas William Ellis Smith  (born 27 April 1967) is a Scottish jazz saxophonist, composer, and educator.","Thomas William Ellis Smith  (born 27 April 1967) is a Scottish jazz saxophonist, composer, and educator.","Edinburgh, Scotland",55.953,-3.189,1967.0
7272,http://dbpedia.org/resource/Tommy_Tucker_(bandleader),Tommy Tucker,"Gerald L. Duppler (May 18, 1903 – July 11, 1989), better known under his stage name Tommy Tucker, was an American bandleader. The Tommy Tucker Orchestra entertained many listeners as a big band in the 1930s and 1940s. Popular as a dance band, the Tucker orchestra played concert halls, theatres, hotels and various venues across the country—for a span of 25 years. Recorded for Okeh in June 1941, his biggest hit, ""I Don't Want to Set the World on Fire"", achieved status as a Gold Record. Tucker wrote his own theme song, ""I Love You (Oh, How I Love You)""; it was published on four record labels, including Brunswick, in 1935, and MGM in 1951.","Gerald L. Duppler (May 18, 1903 – July 11, 1989), better known under his stage name Tommy Tucker, was an American bandleader. The Tommy Tucker Orchestra entertained many listeners as a big band in the 1930s and 1940s. Popular as a dance band, the Tucker orchestra played concert halls, theatres, hotels and various venues across the country—for a span of 25 years. Recorded for Okeh in June 1941, his biggest hit, ""I Don't Want to Set the World on Fire"", achieved status as a Gold Record. Tucker wrote his own theme song, ""I Love You (Oh, How I Love You)""; it was published on four record labels, including Brunswick, in 1935, and MGM in 1951. Many listeners were familiar with the Tucker orchestra sound because they tuned into popular radio shows, such as Fibber McGee & Molly in 1936 and the George Jessel show in 1938, and several shows billed as Tommy Tucker Time. In 1941, Tucker led the orchestra for a New York City version of the Pot o' Gold radio program, which was simulcast on three stations. Tucker opened each performance—on radio or live—with his signature ""tic-toc, tic-toc, it's Tommy Tucker time."" And he usually ended each session with Time to Go.",http://dbpedia.org/resource/United_States,40.0,-100.0,1903.0
7276,http://dbpedia.org/resource/Tone_Lise_Moberg,Tone Lise Moberg,"Tone Lise Moberg (born 1 April 1970 in Os, Hordaland, Norway) is a Norwegian singer and song teacher.","Tone Lise Moberg (born 1 April 1970 in Os, Hordaland, Norway) is a Norwegian singer and song teacher.","http://dbpedia.org/resource/Os,_Hordaland",60.2269,5.47583,1971.0
7277,http://dbpedia.org/resource/Tone_Åse,Tone Åse,"Tone Åse (born 24 February 1965 in Bergen, Norway) is a Norwegian singer, known from Norwegian choirs and jazz scenes. She is married to, and musically cooperating with jazz keyboardist Ståle Storløkken.","Tone Åse (born 24 February 1965 in Bergen, Norway) is a Norwegian singer, known from Norwegian choirs and jazz scenes. She is married to, and musically cooperating with jazz keyboardist Ståle Storløkken.",http://dbpedia.org/resource/Norway,59.9333,8.0,1965.0
7287,http://dbpedia.org/resource/Toni_Lynn_Washington,Toni Lynn Washington,"Toni Lynn Washington (born Dorothy Helen Leak, December 6, 1937, Southern Pines, North Carolina) is an American blues singer.","Toni Lynn Washington (born Dorothy Helen Leak, December 6, 1937, Southern Pines, North Carolina) is an American blues singer.","Southern Pines, North Carolina, United States",35.1819,-79.3983,1937.0
7288,http://dbpedia.org/resource/Toninho_Horta,Toninho Horta,"Antônio Maurício Horta de Melo (born December 2, 1948) is a Brazilian jazz guitarist and vocalist. In addition to composing and performing his own work, Horta has worked for many years as arranger or sideman for Brazilian artists such as Elis Regina, Milton Nascimento, Maria Bethânia, João Bosco, Airto Moreira, Edu Lobo, Nana Caymmi, Flora Purim, Gal Costa, Sérgio Mendes, Chico Buarque, Flávio Venturini, Joyce, Johnny Alf, Wagner Tiso, Francis Hime, and Beto Guedes.","Antônio Maurício Horta de Melo (born December 2, 1948) is a Brazilian jazz guitarist and vocalist. In addition to composing and performing his own work, Horta has worked for many years as arranger or sideman for Brazilian artists such as Elis Regina, Milton Nascimento, Maria Bethânia, João Bosco, Airto Moreira, Edu Lobo, Nana Caymmi, Flora Purim, Gal Costa, Sérgio Mendes, Chico Buarque, Flávio Venturini, Joyce, Johnny Alf, Wagner Tiso, Francis Hime, and Beto Guedes.","Minas Gerais, Brazil",-19.8167,-43.95,1948.0
7289,http://dbpedia.org/resource/Tony_Archer_(musician),Tony Archer,"Anthony John Archer (born 14 July 1938, Dulwich, London) is an English jazz double-bassist. Archer studied cello as a schoolboy before settling on upright bass. He joined Don Rendell's group in 1961, then with Roy Budd and Eddie Thompson before beginning work with Tony Lee, with whom he would collaborate for many years as part of Lee's trio, particularly at The Bull's Head public house and music venue in Barnes, South West London as well as Ronnie Scott's Jazz Club. He later played with Brian Lemon, Sandy Brown, Harold McNair, John Dankworth, and in the Best of British Jazz group with Kenny Baker and Don Lusher. Archer continued to work with Lee nearly until Lee's death in 2004.","Anthony John Archer (born 14 July 1938, Dulwich, London) is an English jazz double-bassist. Archer studied cello as a schoolboy before settling on upright bass. He joined Don Rendell's group in 1961, then with Roy Budd and Eddie Thompson before beginning work with Tony Lee, with whom he would collaborate for many years as part of Lee's trio, particularly at The Bull's Head public house and music venue in Barnes, South West London as well as Ronnie Scott's Jazz Club. He later played with Brian Lemon, Sandy Brown, Harold McNair, John Dankworth, and in the Best of British Jazz group with Kenny Baker and Don Lusher. Archer continued to work with Lee nearly until Lee's death in 2004.","Dulwich, London, England",51.5072,-0.1275,1938.0
7291,http://dbpedia.org/resource/Tony_Campise,Tony Campise,"Anthony Sebastian ""Tony"" Campise (January 22, 1943 – March 7, 2010) was an American jazz musician. He primarily played tenor saxophone and flute though he was a multireedist who also used clarinet and oboe. He was known for his exceptional technique and fluid style on all reed instruments; Campise is most recognized for his association with the Stan Kenton Orchestra in the mid-1970s.","Anthony Sebastian ""Tony"" Campise (January 22, 1943 – March 7, 2010) was an American jazz musician. He primarily played tenor saxophone and flute though he was a multireedist who also used clarinet and oboe. He was known for his exceptional technique and fluid style on all reed instruments; Campise is most recognized for his association with the Stan Kenton Orchestra in the mid-1970s.","Houston, Texas",29.7628,-95.3831,1943.0
7293,http://dbpedia.org/resource/Tony_Coe,Tony Coe,"Anthony George Coe (born 29 November 1934) is an English jazz musician who plays clarinet, bass clarinet, flute as well as soprano, alto, and tenor saxophones.","Anthony George Coe (born 29 November 1934) is an English jazz musician who plays clarinet, bass clarinet, flute as well as soprano, alto, and tenor saxophones.","Canterbury, England",51.28,1.08,1934.0
7294,http://dbpedia.org/resource/Tony_Esposito_(musician),Tony Esposito,"Antonio Esposito (born 15 July 1950) is an Italian musician, drummer and percussionist.","Antonio Esposito (born 15 July 1950) is an Italian musician, drummer and percussionist.","Naples, Italy",40.845,14.2583,1950.0
7295,http://dbpedia.org/resource/Tony_Fruscella,Tony Fruscella,"Tony Fruscella (February 4, 1927 – August 14, 1969) was an American jazz trumpeter.","Tony Fruscella (February 4, 1927 – August 14, 1969) was an American jazz trumpeter.","Orangeburg, New York, U.S.",41.0447,-73.9533,1927.0
7296,http://dbpedia.org/resource/Tony_Grey,Tony Grey,"Tony Grey (born March 25, 1975 in Newcastle, England) is an English bass player, composer, producer, published author and award winning music educator; Grey studied at the prestigious Berklee College of Music in Boston and graduated receiving the ""Outstanding Performer"" Award in 2001. Grey is best known for his 6-string electric bass technique, melodic improvisation and warm tone as well as being a long-time member of pianist Hiromi's trio. Grey has performed and recorded with a wide range of world class musicians, such as Hiromi, John McLaughlin, Herbie Hancock, Wayne Shorter, Reeves Gabrels, Kelly Buchanan, Naveen Kumar, Tomoyasu Hotei, Gavin DeGraw, Dennis Chambers, Bill Evans, Zach Alford, Zakier Hussain, Gregorie Maret, Gary Husband, Mino Cinelu, Brian Blade, Mike Stern, Karsh Kale, W","Tony Grey (born March 25, 1975 in Newcastle, England) is an English bass player, composer, producer, published author and award winning music educator; Grey studied at the prestigious Berklee College of Music in Boston and graduated receiving the ""Outstanding Performer"" Award in 2001. Grey is best known for his 6-string electric bass technique, melodic improvisation and warm tone as well as being a long-time member of pianist Hiromi's trio. Grey has performed and recorded with a wide range of world class musicians, such as Hiromi, John McLaughlin, Herbie Hancock, Wayne Shorter, Reeves Gabrels, Kelly Buchanan, Naveen Kumar, Tomoyasu Hotei, Gavin DeGraw, Dennis Chambers, Bill Evans, Zach Alford, Zakier Hussain, Gregorie Maret, Gary Husband, Mino Cinelu, Brian Blade, Mike Stern, Karsh Kale, Wayne Krantz, Steve Lukather, Branford Marsalis, Shaggy, Ice-T, Melanie Fiona, Dave Holland, Mark Guiliana, Kenwood Dennard, David Fiuczynski, Fabrizio Sotti, Raymond Angry, Gene Lake, Chris Dave, Falguni, Reb Beach, Deantoni Parks, Lionel Loueke and many others. In 2004, Tony had the great honor of performing at New York’s Lincoln Centre with David Nichtern’s band ‘Drala’ for the Dalai Lama. Grey is the nephew of jazz guitarist John McLaughlin and carries endorsements with Fodera, Aguilar, DR Strings, Yamaha, , TC Electronic, Keith McMillan, G&H Plugs, CME Keyboards and GruvGear. His 4-string and 6-string Signature Monarch basses were designed and crafted by Fodera, a Brooklyn based, handcrafted guitar company. Grey's passion for music and natural born talent for teaching led him to develop the Tony Grey Bass Academy, a leading, world-class online educational platform for students interested in a structured and comprehensive music education, where students are encouraged to study at their own pace. The Academy was initially intended to be a companion for his instructional book, Tony Grey Bass Academy; however, the Academy exceeded its initial vision and has been designed to take players from the beginning of their journey through music, all the way to the very end and beyond, learning music creatively rather than mechanically—a Philosophy developed by Grey, which now leads thousands of students to becoming the next generation of bass virtuosos.",http://dbpedia.org/resource/Newcastle_upon_Tyne,55.0077,-1.6578,1975.0
7297,http://dbpedia.org/resource/Tony_Kinsey,Tony Kinsey,Cyril Anthony Kinsey (born 11 October 1927) is an English jazz drummer and composer.,Cyril Anthony Kinsey (born 11 October 1927) is an English jazz drummer and composer.,"Sutton Coldfield, Birmingham, England",52.48,-1.9025,1927.0
7299,http://dbpedia.org/resource/Tony_Lee_(pianist),Tony Lee,"Tony Lee (born Anthony Leedham Lee; 23 July 1934 – 2 March 2004) was a British jazz pianist who played with the likes of Tommy Whittle, Tom Jones, Dusty Springfield, Barney Kessel, Sonny Stitt, Eddie “Lockjaw” Davis, Terry Smith, Tubby Hayes, Dick Morrissey and legendary UK drummer Phil Seamen.","Tony Lee (born Anthony Leedham Lee; 23 July 1934 – 2 March 2004) was a British jazz pianist who played with the likes of Tommy Whittle, Tom Jones, Dusty Springfield, Barney Kessel, Sonny Stitt, Eddie “Lockjaw” Davis, Terry Smith, Tubby Hayes, Dick Morrissey and legendary UK drummer Phil Seamen.","Whitechapel, London, England",51.5072,-0.1275,1934.0
7301,http://dbpedia.org/resource/Tony_Levin_(drummer),Tony Levin,"Tony Levin (30 January 1940 – 3 February 2011) was an English jazz drummer. Levin played at Ronnie Scott's Jazz Club in the 1960s with artists including Joe Harriott, Al Cohn, Harry ""Sweets"" Edison, Zoot Sims, and Toots Thielemanns.","Tony Levin (30 January 1940 – 3 February 2011) was an English jazz drummer. Levin played at Ronnie Scott's Jazz Club in the 1960s with artists including Joe Harriott, Al Cohn, Harry ""Sweets"" Edison, Zoot Sims, and Toots Thielemanns.",http://dbpedia.org/resource/United_Kingdom,51.5,-0.116667,1940.0
7310,http://dbpedia.org/resource/Tony_Malaby,Tony Malaby,"Tony Malaby (born January 12, 1964 in Tucson, Arizona) is a jazz tenor saxophonist. Malaby moved to New York City in 1995 and played with several notable jazz groups, including Charlie Haden’s Liberation Music Orchestra, Paul Motian's Electric Bebop Band, Mark Helias's Open Loose, Fred Hersch's Trio + 2 and Walt Whitman project. He also played with bands led by Mario Pavone, Chris Lightcap, Bobby Previte, Tom Varner, Marty Ehrlich, Angelica Sanchez, Mark Dresser, and Kenny Wheeler. Other collaborators included Tom Rainey, Christian Lillinger, Ben Monder, Eivind Opsvik, Nasheet Waits, Samo Salamon and Michael Formanek. His first album as a co-leader was Cosas with Joey Sellers.","Tony Malaby (born January 12, 1964 in Tucson, Arizona) is a jazz tenor saxophonist. Malaby moved to New York City in 1995 and played with several notable jazz groups, including Charlie Haden’s Liberation Music Orchestra, Paul Motian's Electric Bebop Band, Mark Helias's Open Loose, Fred Hersch's Trio + 2 and Walt Whitman project. He also played with bands led by Mario Pavone, Chris Lightcap, Bobby Previte, Tom Varner, Marty Ehrlich, Angelica Sanchez, Mark Dresser, and Kenny Wheeler. Other collaborators included Tom Rainey, Christian Lillinger, Ben Monder, Eivind Opsvik, Nasheet Waits, Samo Salamon and Michael Formanek. His first album as a co-leader was Cosas with Joey Sellers.","Tucson, Arizona, U.S.",32.2217,-110.926,1964.0
7311,http://dbpedia.org/resource/Tony_Mottola,Tony Mottola,"Anthony C. Mottola (April 18, 1918 – August 9, 2004) was an American jazz guitarist who released dozens of solo albums. Mottola was born in Kearny, New Jersey and died in Denville.","Anthony C. Mottola (April 18, 1918 – August 9, 2004) was an American jazz guitarist who released dozens of solo albums. Mottola was born in Kearny, New Jersey and died in Denville.","Kearny, New Jersey, U.S.",40.7523,-74.1231,1918.0
7312,http://dbpedia.org/resource/Tony_Overwater,Tony Overwater,"Tony Overwater (Rotterdam, March 24, 1965) is a Dutch jazz bassist (acoustic bass and violone) and composer of jazz and improvisational music. In 2002 he received the Boy Edgar Award, the most important jazz award in The Netherlands. Presently, Overwater is mainly active in a crossover of jazz, Arab and early music.","Tony Overwater (Rotterdam, March 24, 1965) is a Dutch jazz bassist (acoustic bass and violone) and composer of jazz and improvisational music. In 2002 he received the Boy Edgar Award, the most important jazz award in The Netherlands. Presently, Overwater is mainly active in a crossover of jazz, Arab and early music.","Rotterdam, The Netherlands",51.9167,4.5,1965.0
7313,http://dbpedia.org/resource/Tony_Pastor_(bandleader),Tony Pastor,"For the Victorian era impresario of the same name, see Tony Pastor. Tony Pastor (born Antonio Pestritto; October 26, 1907 – October 31, 1969) was an Italian American novelty singer and tenor saxophonist.","For the Victorian era impresario of the same name, see Tony Pastor. Tony Pastor (born Antonio Pestritto; October 26, 1907 – October 31, 1969) was an Italian American novelty singer and tenor saxophonist.","Middletown, Connecticut, U.S.",41.5622,-72.6508,1907.0
7314,http://dbpedia.org/resource/Tony_Rice,Tony Rice,"David Anthony Rice (born June 8, 1951) is an American guitarist and bluegrass musician. He is perhaps the most influential living acoustic guitar player in bluegrass, progressive bluegrass, newgrass and flattop acoustic jazz. He was inducted into the International Bluegrass Music Hall of Fame in 2013.","David Anthony Rice (born June 8, 1951) is an American guitarist and bluegrass musician. He is perhaps the most influential living acoustic guitar player in bluegrass, progressive bluegrass, newgrass and flattop acoustic jazz. He was inducted into the International Bluegrass Music Hall of Fame in 2013. Rice's music spans the range of acoustic from traditional bluegrass to jazz-influenced New Acoustic music to songwriter-oriented folk. Over the course of his career, he has played alongside J. D. Crowe and the New South, David Grisman (during the formation of ""Dawg Music"") and Jerry Garcia, led his own Tony Rice Unit, collaborated with Norman Blake, recorded with his brothers Wyatt, Ron, and Larry, and co-founded the Bluegrass Album Band. He has recorded with drums, piano, soprano sax, as well as with traditional bluegrass instrumentation.","Danville, Virginia, United States",36.5872,-79.4044,1951.0
7315,http://dbpedia.org/resource/Tony_Romano_(musician),Tony Romano,"Tony Romano (September 26, 1915 – March 4, 2005) was an American jazz guitarist and singer. He performed on radio programs and in Hollywood musicals in the 1930s, 1940s, and 1950s. He became most noted as the sideman and musical accompanist to Bob Hope and Frances Langford during their USO tours in World War II, Korean, and Vietnam wars.","Tony Romano (September 26, 1915 – March 4, 2005) was an American jazz guitarist and singer. He performed on radio programs and in Hollywood musicals in the 1930s, 1940s, and 1950s. He became most noted as the sideman and musical accompanist to Bob Hope and Frances Langford during their USO tours in World War II, Korean, and Vietnam wars.","Madera, California, U.S.",36.9614,-120.061,1915.0
7316,http://dbpedia.org/resource/Tony_Sbarbaro,Tony Sbarbaro,"Antonio Sparbaro, known professionally as Tony Sbarbaro or Tony Spargo (June 27, 1897 – October 30, 1969) was an American jazz drummer associated with New Orleans jazz. He was the drummer of the Original Dixieland Jazz Band for over 50 years.","Antonio Sparbaro, known professionally as Tony Sbarbaro or Tony Spargo (June 27, 1897 – October 30, 1969) was an American jazz drummer associated with New Orleans jazz. He was the drummer of the Original Dixieland Jazz Band for over 50 years.","New Orleans, Louisiana, U.S.",29.95,-90.08,1897.0
7317,http://dbpedia.org/resource/Tony_Tixier,Tony Tixier,"Fixed Tony Tixier (born 26 February 1986 in Montreuil, France) is a French jazz pianist.","Fixed Tony Tixier (born 26 February 1986 in Montreuil, France) is a French jazz pianist.","http://dbpedia.org/resource/Montreuil,_Seine-Saint-Denis",48.8611,2.4436,1986.0
7318,http://dbpedia.org/resource/Tony_Williams_(drummer),Tony Williams,"Anthony Tillmon Williams (December 12, 1945 – February 23, 1997) was an American jazz drummer. Williams first gained fame in the band of trumpeter Miles Davis and pioneered jazz fusion. He was inducted into the Modern Drummer Hall of Fame in 1986.","Anthony Tillmon Williams (December 12, 1945 – February 23, 1997) was an American jazz drummer. Williams first gained fame in the band of trumpeter Miles Davis and pioneered jazz fusion. He was inducted into the Modern Drummer Hall of Fame in 1986.","Chicago, Illinois, U.S.",41.8219,-87.703,1945.0
7323,http://dbpedia.org/resource/Toomas_Vanem,Toomas Vanem,"Toomas Vanem (born 8 June 1965 in Estonia) is an Estonian guitarist and composer. He started his music career in the 1980s. He has played in multiple Estonian rock bands such asRadar, Kontakt, Linnu Tee, Shower etc. In 1987-1991 Vanem played guitar for Russian rock group Dialog. In 1995, Toomas Vanem together with his brother Ivo Vanem, composed the music for the film ’’Ma olen väsinud vihkamast’’(’’Too Tired to Hate’’).  In 2014 Toomas Vanem released his first solo album I. American bass legend Stu Hamm also appears on a track here.","Toomas Vanem (born 8 June 1965 in Estonia) is an Estonian guitarist and composer. He started his music career in the 1980s. He has played in multiple Estonian rock bands such asRadar, Kontakt, Linnu Tee, Shower etc. In 1987-1991 Vanem played guitar for Russian rock group Dialog. In 1995, Toomas Vanem together with his brother Ivo Vanem, composed the music for the film ’’Ma olen väsinud vihkamast’’(’’Too Tired to Hate’’).  In 2014 Toomas Vanem released his first solo album I. American bass legend Stu Hamm also appears on a track here.",http://dbpedia.org/resource/Estonia,59.0,24.75,1965.0
7327,http://dbpedia.org/resource/Topper_Headon,Topper Headon,"Nicholas Bowen ""Topper"" Headon (born 30 May 1955), is an English drummer, best known as the drummer of punk rock band the Clash. He joined the Clash in 1977 and became famed for his drumming skills. He was dismissed from the band in 1982 because of his drug use. He received his nickname owing to his resemblance to Mickey the Monkey from the Topper comic.","Nicholas Bowen ""Topper"" Headon (born 30 May 1955), is an English drummer, best known as the drummer of punk rock band the Clash. He joined the Clash in 1977 and became famed for his drumming skills. He was dismissed from the band in 1982 because of his drug use. He received his nickname owing to his resemblance to Mickey the Monkey from the Topper comic.","Bromley, Kent, England",51.2,0.7,1955.0
